D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_30_619.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_30_619.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_30_619.jpg, 0, 0, 0, 7.839885E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_30_719.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_30_719.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_30_719.jpg, 0, 0, 0, 7.816235E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_30_827.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_30_827.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_30_827.jpg, 0, 0, 0, 7.862256E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_30_934.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_30_934.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_30_934.jpg, 0, 0, 0, 7.805958E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_036.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_036.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_036.jpg, 0, 0, 0, 7.784979E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_136.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_136.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_136.jpg, 0, 0, 0, 7.869761E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_244.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_244.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_244.jpg, 0, 0, 0, 7.99911E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_346.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_346.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_346.jpg, 0, 0, 0, 7.794845E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_452.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_452.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_452.jpg, 0, 0, 0, 7.867884E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_553.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_553.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_553.jpg, 0, 0, 0, 7.827711E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_655.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_655.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_655.jpg, 0, 0, 0, 7.897642E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_758.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_758.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_758.jpg, 0, 0, 0, 7.994712E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_860.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_860.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_860.jpg, 0, 0, 0, 7.784615E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_31_965.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_31_965.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_31_965.jpg, 0, 0, 0, 7.854644E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_065.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_065.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_065.jpg, 0, 0, 0, 7.98955E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_171.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_171.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_171.jpg, 0, 0, 0, 8.247279E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_272.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_272.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_272.jpg, 0, 0, 0, 7.902525E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_374.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_374.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_374.jpg, 0, 0, 0, 7.839163E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_478.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_478.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_478.jpg, 0, 0, 0, 7.841746E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_583.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_583.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_583.jpg, 0, 0, 0, 7.891489E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_687.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_687.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_687.jpg, 0, 0, 0, 7.796087E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_791.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_791.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_791.jpg, 0, 0, 0, 7.792576E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_892.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_892.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_892.jpg, 0, 0, 0, 7.874311E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_32_998.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_32_998.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_32_998.jpg, 0, 0, 0, 7.87692E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_33_101.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_33_101.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_33_101.jpg, 0, 0, 0, 7.784897E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_33_203.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_33_203.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_33_203.jpg, 0, 0, 0, 7.838861E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_33_307.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_33_307.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_33_307.jpg, 0, 0, 0, 7.869204E-05
D:\simulator-windows-64\Simulation Data\IMG\center_2024_07_05_12_36_33_411.jpg, D:\simulator-windows-64\Simulation Data\IMG\left_2024_07_05_12_36_33_411.jpg, D:\simulator-windows-64\Simulation Data\IMG\right_2024_07_05_12_36_33_411.jpg, 0, 0, 0, 7.800007E-05
